PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30815082","Towards the Inference of Social and Behavioral Determinants of Sexual Health: Development of a Gold-Standard Corpus with Semi-Supervised Learning","Feller DJ, Zucker J, Don't Walk OB 4th, Srikishan B, Martinez R, Evans H, Yin MT, Gordon P, Elhadad N.","AMIA Annu Symp Proc. 2018 Dec 5;2018:422-429. eCollection 2018.","Feller DJ","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371339","",""
"30101305","Developing and maintaining clinical decision support using clinical knowledge and machine learning: the case of order sets","Zhang Y, Trepp R, Wang W, Luna J, Vawdrey DK, Tiase V.","J Am Med Inform Assoc. 2018 Nov 1;25(11):1547-1551. doi: 10.1093/jamia/ocy099.","Zhang Y","J Am Med Inform Assoc","2018","2018/08/14","PMC7646906","","10.1093/jamia/ocy099"
"31415648","Prediction of 30-day pediatric unplanned hospitalizations using the Johns Hopkins Adjusted Clinical Groups risk adjustment system","Maltenfort MG, Chen Y, Forrest CB.","PLoS One. 2019 Aug 15;14(8):e0221233. doi: 10.1371/journal.pone.0221233. eCollection 2019.","Maltenfort MG","PLoS One","2019","2019/08/16","PMC6695224","","10.1371/journal.pone.0221233"
"29329456","Designing and evaluating an automated system for real-time medication administration error detection in a neonatal intensive care unit","Ni Y, Lingren T, Hall ES, Leonard M, Melton K, Kirkendall ES.","J Am Med Inform Assoc. 2018 May 1;25(5):555-563. doi: 10.1093/jamia/ocx156.","Ni Y","J Am Med Inform Assoc","2018","2018/01/13","PMC6018990","","10.1093/jamia/ocx156"
"31622801","Developing a FHIR-based EHR phenotyping framework: A case study for identification of patients with obesity and multiple comorbidities from discharge summaries","Hong N, Wen A, Stone DJ, Tsuji S, Kingsbury PR, Rasmussen LV, Pacheco JA, Adekkanattu P, Wang F, Luo Y, Pathak J, Liu H, Jiang G.","J Biomed Inform. 2019 Nov;99:103310. doi: 10.1016/j.jbi.2019.103310. Epub 2019 Oct 14.","Hong N","J Biomed Inform","2019","2019/10/18","PMC6990976","NIHMS1544607","10.1016/j.jbi.2019.103310"
"30815091","Optimizing Corpus Creation for Training Word Embedding in Low Resource Domains: A Case Study in Autism Spectrum Disorder (ASD)","Gu Y, Leroy G, Pettygrove S, Galindo MK, Kurzius-Spencer M.","AMIA Annu Symp Proc. 2018 Dec 5;2018:508-517. eCollection 2018.","Gu Y","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371367","",""
"33711546","Predicting opioid overdose risk of patients with opioid prescriptions using electronic health records based on temporal deep learning","Dong X, Deng J, Hou W, Rashidian S, Rosenthal RN, Saltz M, Saltz JH, Wang F.","J Biomed Inform. 2021 Apr;116:103725. doi: 10.1016/j.jbi.2021.103725. Epub 2021 Mar 9.","Dong X","J Biomed Inform","2021","2021/03/12","","","10.1016/j.jbi.2021.103725"
"29753874","Simulation of patient flow in multiple healthcare units using process and data mining techniques for model identification","Kovalchuk SV, Funkner AA, Metsker OG, Yakovlev AN.","J Biomed Inform. 2018 Jun;82:128-142. doi: 10.1016/j.jbi.2018.05.004. Epub 2018 May 16.","Kovalchuk SV","J Biomed Inform","2018","2018/05/14","","","10.1016/j.jbi.2018.05.004"
"34313748","Feasibility of capturing real-world data from health information technology systems at multiple centers to assess cardiac ablation device outcomes: A fit-for-purpose informatics analysis report","Jiang G, Dhruva SS, Chen J, Schulz WL, Doshi AA, Noseworthy PA, Zhang S, Yu Y, Patrick Young H, Brandt E, Ervin KR, Shah ND, Ross JS, Coplan P, Drozda JP.","J Am Med Inform Assoc. 2021 Sep 18;28(10):2241-2250. doi: 10.1093/jamia/ocab117.","Jiang G","J Am Med Inform Assoc","2021","2021/07/27","PMC8449615","","10.1093/jamia/ocab117"
"31550346","Extracting entities with attributes in clinical text via joint deep learning","Shi X, Yi Y, Xiong Y, Tang B, Chen Q, Wang X, Ji Z, Zhang Y, Xu H.","J Am Med Inform Assoc. 2019 Dec 1;26(12):1584-1591. doi: 10.1093/jamia/ocz158.","Shi X","J Am Med Inform Assoc","2019","2019/09/25","PMC7647140","","10.1093/jamia/ocz158"
"31658280","Are degree of urbanisation and travel times to healthcare services associated with the processes of care and outcomes of heart failure? A retrospective cohort study based on administrative data","Lenzi J, Avaldi VM, Molinazzi D, Descovich C, Urbinati S, Cappelli V, Fantini MP.","PLoS One. 2019 Oct 28;14(10):e0223845. doi: 10.1371/journal.pone.0223845. eCollection 2019.","Lenzi J","PLoS One","2019","2019/10/29","PMC6816546","","10.1371/journal.pone.0223845"
"34505903","Characterizing phenotypic abnormalities associated with high-risk individuals developing lung cancer using electronic health records from the All of Us researcher workbench","Na J, Zong N, Wang C, Midthun DE, Luo Y, Yang P, Jiang G.","J Am Med Inform Assoc. 2021 Oct 12;28(11):2313-2324. doi: 10.1093/jamia/ocab174.","Na J","J Am Med Inform Assoc","2021","2021/09/10","PMC8510381","","10.1093/jamia/ocab174"
"30726237","Predicting inadequate postoperative pain management in depressed patients: A machine learning approach","Parthipan A, Banerjee I, Humphreys K, Asch SM, Curtin C, Carroll I, Hernandez-Boussard T.","PLoS One. 2019 Feb 6;14(2):e0210575. doi: 10.1371/journal.pone.0210575. eCollection 2019.","Parthipan A","PLoS One","2019","2019/02/07","PMC6364959","","10.1371/journal.pone.0210575"
"31414700","Real world evidence in cardiovascular medicine: ensuring data validity in electronic health record-based studies","Hernandez-Boussard T, Monda KL, Crespo BC, Riskin D.","J Am Med Inform Assoc. 2019 Nov 1;26(11):1189-1194. doi: 10.1093/jamia/ocz119.","Hernandez-Boussard T","J Am Med Inform Assoc","2019","2019/08/16","PMC6798570","","10.1093/jamia/ocz119"
"30815201","Clinical text annotation - what factors are associated with the cost of time?","Wei Q, Franklin A, Cohen T, Xu H.","AMIA Annu Symp Proc. 2018 Dec 5;2018:1552-1560. eCollection 2018.","Wei Q","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371268","",""
"33624765","Healthcare Process Modeling to Phenotype Clinician Behaviors for Exploiting the Signal Gain of Clinical Expertise (HPM-ExpertSignals): Development and evaluation of a conceptual framework","Rossetti SC, Knaplund C, Albers D, Dykes PC, Kang MJ, Korach TZ, Zhou L, Schnock K, Garcia J, Schwartz J, Fu LH, Klann JG, Lowenthal G, Cato K.","J Am Med Inform Assoc. 2021 Jun 12;28(6):1242-1251. doi: 10.1093/jamia/ocab006.","Rossetti SC","J Am Med Inform Assoc","2021","2021/02/24","PMC8200261","","10.1093/jamia/ocab006"
"30292854","Utilizing soft constraints to enhance medical relation extraction from the history of present illness in electronic medical records","Chen L, Li Y, Chen W, Liu X, Yu Z, Zhang S.","J Biomed Inform. 2018 Nov;87:108-117. doi: 10.1016/j.jbi.2018.09.013. Epub 2018 Oct 4.","Chen L","J Biomed Inform","2018","2018/10/08","","","10.1016/j.jbi.2018.09.013"
"34077433","Can we screen for pancreatic cancer? Identifying a sub-population of patients at high risk of subsequent diagnosis using machine learning techniques applied to primary care data","Malhotra A, Rachet B, Bonaventure A, Pereira SP, Woods LM.","PLoS One. 2021 Jun 2;16(6):e0251876. doi: 10.1371/journal.pone.0251876. eCollection 2021.","Malhotra A","PLoS One","2021","2021/06/02","PMC8171946","","10.1371/journal.pone.0251876"
"32734172","Veterinary informatics: forging the future between veterinary medicine, human medicine, and One Health initiatives-a joint paper by the Association for Veterinary Informatics (AVI) and the CTSA One Health Alliance (COHA)","Lustgarten JL, Zehnder A, Shipman W, Gancher E, Webb TL.","JAMIA Open. 2020 Apr 11;3(2):306-317. doi: 10.1093/jamiaopen/ooaa005. eCollection 2020 Jul.","Lustgarten JL","JAMIA Open","2020","2020/08/01","PMC7382640","","10.1093/jamiaopen/ooaa005"
"31077817","A cross-lingual approach to automatic ICD-10 coding of death certificates by exploring machine translation","Almagro M, Martínez R, Montalvo S, Fresno V.","J Biomed Inform. 2019 Jun;94:103207. doi: 10.1016/j.jbi.2019.103207. Epub 2019 May 8.","Almagro M","J Biomed Inform","2019","2019/05/12","","","10.1016/j.jbi.2019.103207"
"29331453","Are privacy-enhancing technologies for genomic data ready for the clinic? A survey of medical experts of the Swiss HIV Cohort Study","Raisaro JL, McLaren PJ, Fellay J, Cavassini M, Klersy C, Hubaux JP; Swiss HIV Cohort Study.","J Biomed Inform. 2018 Mar;79:1-6. doi: 10.1016/j.jbi.2017.12.013. Epub 2018 Jan 10.","Raisaro JL","J Biomed Inform","2018","2018/01/15","","","10.1016/j.jbi.2017.12.013"
"29854129","Detection of Suicidality in Adolescents with Autism Spectrum Disorders: Developing a Natural Language Processing Approach for Use in Electronic Health Records","Downs J, Velupillai S, George G, Holden R, Kikoler M, Dean H, Fernandes A, Dutta R.","AMIA Annu Symp Proc. 2018 Apr 16;2017:641-649. eCollection 2017.","Downs J","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977628","",""
"31054960","A hybrid of whale optimization and late acceptance hill climbing based imputation to enhance classification performance in electronic health records","Nagarajan G, Dhinesh Babu LD.","J Biomed Inform. 2019 Jun;94:103190. doi: 10.1016/j.jbi.2019.103190. Epub 2019 May 2.","Nagarajan G","J Biomed Inform","2019","2019/05/06","","","10.1016/j.jbi.2019.103190"
"30365518","Self-report versus electronic medical record recorded healthcare utilisation in older community-dwelling adults: Comparison of two prospective cohort studies","Wallace E, Moriarty F, McGarrigle C, Smith SM, Kenny RA, Fahey T.","PLoS One. 2018 Oct 26;13(10):e0206201. doi: 10.1371/journal.pone.0206201. eCollection 2018.","Wallace E","PLoS One","2018","2018/10/27","PMC6203362","","10.1371/journal.pone.0206201"
"33657184","Cohort profile: St. Michael's Hospital Tuberculosis Database (SMH-TB), a retrospective cohort of electronic health record data and variables extracted using natural language processing","Landsman D, Abdelbasit A, Wang C, Guerzhoy M, Joshi U, Mathew S, Pou-Prom C, Dai D, Pequegnat V, Murray J, Chokar K, Banning M, Mamdani M, Mishra S, Batt J.","PLoS One. 2021 Mar 3;16(3):e0247872. doi: 10.1371/journal.pone.0247872. eCollection 2021.","Landsman D","PLoS One","2021","2021/03/03","PMC7928444","","10.1371/journal.pone.0247872"
"30865675","Development of an intelligent decision support system for ischemic stroke risk assessment in a population-based electronic health record database","Hung CY, Lin CH, Lan TH, Peng GS, Lee CC.","PLoS One. 2019 Mar 13;14(3):e0213007. doi: 10.1371/journal.pone.0213007. eCollection 2019.","Hung CY","PLoS One","2019","2019/03/14","PMC6415884","","10.1371/journal.pone.0213007"
"32842139","Differences among Research Domain Criteria score trajectories by Diagnostic and Statistical Manual categorical diagnosis during inpatient hospitalization","McCoy TH Jr, Pellegrini AM, Perlis RH.","PLoS One. 2020 Aug 25;15(8):e0237698. doi: 10.1371/journal.pone.0237698. eCollection 2020.","McCoy TH Jr","PLoS One","2020","2020/08/26","PMC7447552","","10.1371/journal.pone.0237698"
"29908902","A study of generalizability of recurrent neural network-based predictive models for heart failure onset risk using a large and heterogeneous EHR data set","Rasmy L, Wu Y, Wang N, Geng X, Zheng WJ, Wang F, Wu H, Xu H, Zhi D.","J Biomed Inform. 2018 Aug;84:11-16. doi: 10.1016/j.jbi.2018.06.011. Epub 2018 Jun 15.","Rasmy L","J Biomed Inform","2018","2018/06/18","PMC6076336","NIHMS979002","10.1016/j.jbi.2018.06.011"
"33737205","French FastContext: A publicly accessible system for detecting negation, temporality and experiencer in French clinical notes","Mirzapour M, Abdaoui A, Tchechmedjiev A, Digan W, Bringay S, Jonquet C.","J Biomed Inform. 2021 May;117:103733. doi: 10.1016/j.jbi.2021.103733. Epub 2021 Mar 15.","Mirzapour M","J Biomed Inform","2021","2021/03/19","","","10.1016/j.jbi.2021.103733"
"32308853","High Performance Computing on Flat FHIR Files Created with the New SMART/HL7 Bulk Data Access Standard","Liu D, Sahu R, Ignatov V, Gottlieb D, Mandl KD.","AMIA Annu Symp Proc. 2020 Mar 4;2019:592-596. eCollection 2019.","Liu D","AMIA Annu Symp Proc","2020","2020/04/21","PMC7153160","",""
"29016793","Mining 100 million notes to find homelessness and adverse childhood experiences: 2 case studies of rare and severe social determinants of health in electronic health records","Bejan CA, Angiolillo J, Conway D, Nash R, Shirey-Rice JK, Lipworth L, Cronin RM, Pulley J, Kripalani S, Barkin S, Johnson KB, Denny JC.","J Am Med Inform Assoc. 2018 Jan 1;25(1):61-71. doi: 10.1093/jamia/ocx059.","Bejan CA","J Am Med Inform Assoc","2018","2017/10/11","PMC6080810","","10.1093/jamia/ocx059"
"29471111","Mortality prediction in intensive care units (ICUs) using a deep rule-based fuzzy classifier","Davoodi R, Moradi MH.","J Biomed Inform. 2018 Mar;79:48-59. doi: 10.1016/j.jbi.2018.02.008. Epub 2018 Feb 19.","Davoodi R","J Biomed Inform","2018","2018/02/23","","","10.1016/j.jbi.2018.02.008"
"33316421","Challenges and solutions to employing natural language processing and machine learning to measure patients' health literacy and physician writing complexity: The ECLIPPSE study","Brown W 3rd, Balyan R, Karter AJ, Crossley S, Semere W, Duran ND, Lyles C, Liu J, Moffet HH, Daniels R, McNamara DS, Schillinger D.","J Biomed Inform. 2021 Jan;113:103658. doi: 10.1016/j.jbi.2020.103658. Epub 2020 Dec 11.","Brown W 3rd","J Biomed Inform","2021","2020/12/14","PMC8186847","NIHMS1708046","10.1016/j.jbi.2020.103658"
"30124903","A case study evaluating the portability of an executable computable phenotype algorithm across multiple institutions and electronic health record environments","Pacheco JA, Rasmussen LV, Kiefer RC, Campion TR, Speltz P, Carroll RJ, Stallings SC, Mo H, Ahuja M, Jiang G, LaRose ER, Peissig PL, Shang N, Benoit B, Gainer VS, Borthwick K, Jackson KL, Sharma A, Wu AY, Kho AN, Roden DM, Pathak J, Denny JC, Thompson WK.","J Am Med Inform Assoc. 2018 Nov 1;25(11):1540-1546. doi: 10.1093/jamia/ocy101.","Pacheco JA","J Am Med Inform Assoc","2018","2018/08/21","PMC6213083","","10.1093/jamia/ocy101"
"29293575","Prescription opioids are associated with higher mortality in patients diagnosed with sepsis: A retrospective cohort study using electronic health records","Zhang R, Meng J, Lian Q, Chen X, Bauman B, Chu H, Segura B, Roy S.","PLoS One. 2018 Jan 2;13(1):e0190362. doi: 10.1371/journal.pone.0190362. eCollection 2018.","Zhang R","PLoS One","2018","2018/01/03","PMC5749778","","10.1371/journal.pone.0190362"
"29854121","Predicting Inpatient Acute Kidney Injury over Different Time Horizons: How Early and Accurate?","Cheng P, Waitman LR, Hu Y, Liu M.","AMIA Annu Symp Proc. 2018 Apr 16;2017:565-574. eCollection 2017.","Cheng P","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977670","",""
"30475823","Using item response theory with health system data to identify latent groups of patients with multiple health conditions","Prenovost KM, Fihn SD, Maciejewski ML, Nelson K, Vijan S, Rosland AM.","PLoS One. 2018 Nov 26;13(11):e0206915. doi: 10.1371/journal.pone.0206915. eCollection 2018.","Prenovost KM","PLoS One","2018","2018/11/27","PMC6261016","","10.1371/journal.pone.0206915"
"33711543","Explainable automated coding of clinical notes using hierarchical label-wise attention networks and label embedding initialisation","Dong H, Suárez-Paniagua V, Whiteley W, Wu H.","J Biomed Inform. 2021 Apr;116:103728. doi: 10.1016/j.jbi.2021.103728. Epub 2021 Mar 9.","Dong H","J Biomed Inform","2021","2021/03/12","","","10.1016/j.jbi.2021.103728"
"33544847","Advancement in predicting interactions between drugs used to treat psoriasis and its comorbidities by integrating molecular and clinical resources","Patrick MT, Bardhi R, Raja K, He K, Tsoi LC.","J Am Med Inform Assoc. 2021 Jun 12;28(6):1159-1167. doi: 10.1093/jamia/ocaa335.","Patrick MT","J Am Med Inform Assoc","2021","2021/02/05","PMC8200269","","10.1093/jamia/ocaa335"
"31532490","Detecting conversation topics in primary care office visits from transcripts of patient-provider interactions","Park J, Kotzias D, Kuo P, Logan Iv RL, Merced K, Singh S, Tanana M, Karra Taniskidou E, Lafata JE, Atkins DC, Tai-Seale M, Imel ZE, Smyth P.","J Am Med Inform Assoc. 2019 Dec 1;26(12):1493-1504. doi: 10.1093/jamia/ocz140.","Park J","J Am Med Inform Assoc","2019","2019/09/19","PMC6857514","","10.1093/jamia/ocz140"
"34664655","Frequent but fragmented: use of note templates to document outpatient visits at an academic health center","Rule A, Hribar MR.","J Am Med Inform Assoc. 2021 Dec 28;29(1):137-141. doi: 10.1093/jamia/ocab230.","Rule A","J Am Med Inform Assoc","2021","2021/10/19","PMC8714279","","10.1093/jamia/ocab230"
"33781918","Extracting COVID-19 diagnoses and symptoms from clinical text: A new annotated corpus and neural event extraction framework","Lybarger K, Ostendorf M, Thompson M, Yetisgen M.","J Biomed Inform. 2021 May;117:103761. doi: 10.1016/j.jbi.2021.103761. Epub 2021 Mar 26.","Lybarger K","J Biomed Inform","2021","2021/03/30","PMC7997694","","10.1016/j.jbi.2021.103761"
"32337561","High-priority drug-drug interaction clinical decision support overrides in a newly implemented commercial computerized provider order-entry system: Override appropriateness and adverse drug events","Edrees H, Amato MG, Wong A, Seger DL, Bates DW.","J Am Med Inform Assoc. 2020 Jun 1;27(6):893-900. doi: 10.1093/jamia/ocaa034.","Edrees H","J Am Med Inform Assoc","2020","2020/04/28","PMC7647273","","10.1093/jamia/ocaa034"
"35196369","Documentation of hospitalization risk factors in electronic health records (EHRs): a qualitative study with home healthcare clinicians","Hobensack M, Ojo M, Barrón Y, Bowles KH, Cato K, Chae S, Kennedy E, McDonald MV, Rossetti SC, Song J, Sridharan S, Topaz M.","J Am Med Inform Assoc. 2022 Apr 13;29(5):805-812. doi: 10.1093/jamia/ocac023.","Hobensack M","J Am Med Inform Assoc","2022","2022/02/23","PMC9006696","","10.1093/jamia/ocac023"
"33260202","Development of a ""meta-model"" to address missing data, predict patient-specific cancer survival and provide a foundation for clinical decision support","Baron JM, Paranjape K, Love T, Sharma V, Heaney D, Prime M.","J Am Med Inform Assoc. 2021 Mar 1;28(3):605-615. doi: 10.1093/jamia/ocaa254.","Baron JM","J Am Med Inform Assoc","2021","2020/12/01","PMC7936528","","10.1093/jamia/ocaa254"
"29462215","Robson 10-groups classification system to access C-section in two public hospitals of the Federal District/Brazil","Bolognani CV, Reis LBSM, Dias A, Calderon IMP.","PLoS One. 2018 Feb 20;13(2):e0192997. doi: 10.1371/journal.pone.0192997. eCollection 2018.","Bolognani CV","PLoS One","2018","2018/02/21","PMC5819776","","10.1371/journal.pone.0192997"
"31323311","Named entity recognition from Chinese adverse drug event reports with lexical feature based BiLSTM-CRF and tri-training","Chen Y, Zhou C, Li T, Wu H, Zhao X, Ye K, Liao J.","J Biomed Inform. 2019 Aug;96:103252. doi: 10.1016/j.jbi.2019.103252. Epub 2019 Jul 16.","Chen Y","J Biomed Inform","2019","2019/07/20","","","10.1016/j.jbi.2019.103252"
"29788308","PheProb: probabilistic phenotyping using diagnosis codes to improve power for genetic association studies","Sinnott JA, Cai F, Yu S, Hejblum BP, Hong C, Kohane IS, Liao KP.","J Am Med Inform Assoc. 2018 Oct 1;25(10):1359-1365. doi: 10.1093/jamia/ocy056.","Sinnott JA","J Am Med Inform Assoc","2018","2018/05/23","PMC6915826","","10.1093/jamia/ocy056"
"35308970","Understanding Heart Failure Patients EHR Clinical Features via SHAP Interpretation of Tree-Based Machine Learning Model Predictions","Lu S, Chen R, Wei W, Belovsky M, Lu X.","AMIA Annu Symp Proc. 2022 Feb 21;2021:813-822. eCollection 2021.","Lu S","AMIA Annu Symp Proc","2022","2022/03/21","PMC8861751","",""
"30815098","Standardizing Heterogeneous Annotation Corpora Using HL7 FHIR for Facilitating their Reuse and Integration in Clinical NLP","Hong N, Wen A, Mojarad MR, Sohn S, Liu H, Jiang G.","AMIA Annu Symp Proc. 2018 Dec 5;2018:574-583. eCollection 2018.","Hong N","AMIA Annu Symp Proc","2018","2019/03/01","PMC6371380","",""
"33548543","EHR2CCAS: A framework for mapping EHR to disease knowledge presenting causal chain of disorders - chronic kidney disease example","Ma X, Imai T, Shinohara E, Kasai S, Kato K, Kagawa R, Ohe K.","J Biomed Inform. 2021 Mar;115:103692. doi: 10.1016/j.jbi.2021.103692. Epub 2021 Feb 4.","Ma X","J Biomed Inform","2021","2021/02/06","","","10.1016/j.jbi.2021.103692"
"30172760","Methodological variations in lagged regression for detecting physiologic drug effects in EHR data","Levine ME, Albers DJ, Hripcsak G.","J Biomed Inform. 2018 Oct;86:149-159. doi: 10.1016/j.jbi.2018.08.014. Epub 2018 Aug 30.","Levine ME","J Biomed Inform","2018","2018/09/03","PMC6207533","NIHMS1507969","10.1016/j.jbi.2018.08.014"
"29854183","A hybrid Neural Network Model for Joint Prediction of Presence and Period Assertions of Medical Events in Clinical Notes","Rumeng L, Abhyuday N J, Hong Y.","AMIA Annu Symp Proc. 2018 Apr 16;2017:1149-1158. eCollection 2017.","Rumeng L","AMIA Annu Symp Proc","2018","2018/06/02","PMC5977733","",""
"33120413","Real-time clinical note monitoring to detect conditions for rapid follow-up: A case study of clinical trial enrollment in drug-induced torsades de pointes and Stevens-Johnson syndrome","DeLozier S, Speltz P, Brito J, Tang LA, Wang J, Smith JC, Giuse D, Phillips E, Williams K, Strickland T, Davogustto G, Roden D, Denny JC.","J Am Med Inform Assoc. 2021 Jan 15;28(1):126-131. doi: 10.1093/jamia/ocaa213.","DeLozier S","J Am Med Inform Assoc","2021","2020/10/29","PMC7810433","","10.1093/jamia/ocaa213"
"35144001","Fusion of sequential visits and medical ontology for mortality prediction","Niu K, Lu Y, Peng X, Zeng J.","J Biomed Inform. 2022 Mar;127:104012. doi: 10.1016/j.jbi.2022.104012. Epub 2022 Feb 7.","Niu K","J Biomed Inform","2022","2022/02/10","","","10.1016/j.jbi.2022.104012"
"33610880","Systematic review of approaches to use of neighborhood-level risk factors with clinical data to predict clinical risk and recommend interventions","Wilkinson K, Sheets L, Fitch D, Popejoy L.","J Biomed Inform. 2021 Apr;116:103713. doi: 10.1016/j.jbi.2021.103713. Epub 2021 Feb 18.","Wilkinson K","J Biomed Inform","2021","2021/02/21","","","10.1016/j.jbi.2021.103713"
"35308943","Extraction of Active Medications and Adherence Using Natural Language Processing for Glaucoma Patients","Lin WC, Chen JS, Kaluzny J, Chen A, Chiang MF, Hribar MR.","AMIA Annu Symp Proc. 2022 Feb 21;2021:773-782. eCollection 2021.","Lin WC","AMIA Annu Symp Proc","2022","2022/03/21","PMC8861739","",""
"31310611","Subtypes in patients with opioid misuse: A prognostic enrichment strategy using electronic health record data in hospitalized patients","Afshar M, Joyce C, Dligach D, Sharma B, Kania R, Xie M, Swope K, Salisbury-Afshar E, Karnik NS.","PLoS One. 2019 Jul 16;14(7):e0219717. doi: 10.1371/journal.pone.0219717. eCollection 2019.","Afshar M","PLoS One","2019","2019/07/17","PMC6634397","","10.1371/journal.pone.0219717"
"31255713","HPO2Vec+: Leveraging heterogeneous knowledge resources to enrich node embeddings for the Human Phenotype Ontology","Shen F, Peng S, Fan Y, Wen A, Liu S, Wang Y, Wang L, Liu H.","J Biomed Inform. 2019 Aug;96:103246. doi: 10.1016/j.jbi.2019.103246. Epub 2019 Jun 27.","Shen F","J Biomed Inform","2019","2019/07/01","PMC6710011","NIHMS1533860","10.1016/j.jbi.2019.103246"
"34864210","A weakly supervised model for the automated detection of adverse events using clinical notes","Sanyal J, Rubin D, Banerjee I.","J Biomed Inform. 2022 Feb;126:103969. doi: 10.1016/j.jbi.2021.103969. Epub 2021 Dec 3.","Sanyal J","J Biomed Inform","2022","2021/12/05","","","10.1016/j.jbi.2021.103969"
"30759150","Using topic modeling via non-negative matrix factorization to identify relationships between genetic variants and disease phenotypes: A case study of Lipoprotein(a) (LPA)","Zhao J, Feng Q, Wu P, Warner JL, Denny JC, Wei WQ.","PLoS One. 2019 Feb 13;14(2):e0212112. doi: 10.1371/journal.pone.0212112. eCollection 2019.","Zhao J","PLoS One","2019","2019/02/14","PMC6374022","","10.1371/journal.pone.0212112"
"29857137","Comprehensive methodology to monitor longitudinal change patterns during EHR implementations: a case study at a large health care delivery network","Colicchio TK, Del Fiol G, Scammon DL, Facelli JC, Bowes WA 3rd, Narus SP.","J Biomed Inform. 2018 Jul;83:40-53. doi: 10.1016/j.jbi.2018.05.018. Epub 2018 May 29.","Colicchio TK","J Biomed Inform","2018","2018/06/02","","","10.1016/j.jbi.2018.05.018"
"29361077","SemEHR: A general-purpose semantic search system to surface semantic data from clinical notes for tailored care, trial recruitment, and clinical research","Wu H, Toti G, Morley KI, Ibrahim ZM, Folarin A, Jackson R, Kartoglu I, Agrawal A, Stringer C, Gale D, Gorrell G, Roberts A, Broadbent M, Stewart R, Dobson RJB.","J Am Med Inform Assoc. 2018 May 1;25(5):530-537. doi: 10.1093/jamia/ocx160.","Wu H","J Am Med Inform Assoc","2018","2018/01/24","PMC6019046","","10.1093/jamia/ocx160"
"34405866","Improving postpartum hemorrhage risk prediction using longitudinal electronic medical records","Zheutlin AB, Vieira L, Shewcraft RA, Li S, Wang Z, Schadt E, Gross S, Dolan SM, Stone J, Schadt E, Li L.","J Am Med Inform Assoc. 2022 Jan 12;29(2):296-305. doi: 10.1093/jamia/ocab161.","Zheutlin AB","J Am Med Inform Assoc","2022","2021/08/18","PMC8757294","","10.1093/jamia/ocab161"
"35308998","Automated Mapping of Real-world Oncology Laboratory Data to LOINC","Kelly J, Wang C, Zhang J, Das S, Ren A, Warnekar P.","AMIA Annu Symp Proc. 2022 Feb 21;2021:611-620. eCollection 2021.","Kelly J","AMIA Annu Symp Proc","2022","2022/03/21","PMC8861721","",""
"34915552","Embedding electronic health records onto a knowledge network recognizes prodromal features of multiple sclerosis and predicts diagnosis","Nelson CA, Bove R, Butte AJ, Baranzini SE.","J Am Med Inform Assoc. 2022 Jan 29;29(3):424-434. doi: 10.1093/jamia/ocab270.","Nelson CA","J Am Med Inform Assoc","2022","2021/12/16","PMC8800523","","10.1093/jamia/ocab270"
"34897469","Sepsis prediction, early detection, and identification using clinical text for machine learning: a systematic review","Yan MY, Gustad LT, Nytrø Ø.","J Am Med Inform Assoc. 2022 Jan 29;29(3):559-575. doi: 10.1093/jamia/ocab236.","Yan MY","J Am Med Inform Assoc","2022","2021/12/13","PMC8800516","","10.1093/jamia/ocab236"
"35024859","Developing machine learning-based models to help identify child abuse and neglect: key ethical challenges and recommended solutions","Landau AY, Ferrarello S, Blanchard A, Cato K, Atkins N, Salazar S, Patton DU, Topaz M.","J Am Med Inform Assoc. 2022 Jan 29;29(3):576-580. doi: 10.1093/jamia/ocab286.","Landau AY","J Am Med Inform Assoc","2022","2022/01/13","PMC8800514","","10.1093/jamia/ocab286"
"35156000","Sleep apnea phenotyping and relationship to disease in a large clinical biobank","Cade BE, Hassan SM, Dashti HS, Kiernan M, Pavlova MK, Redline S, Karlson EW.","JAMIA Open. 2022 Jan 11;5(1):ooab117. doi: 10.1093/jamiaopen/ooab117. eCollection 2022 Apr.","Cade BE","JAMIA Open","2022","2022/02/14","PMC8826997","","10.1093/jamiaopen/ooab117"
"35092276","Respiratory support status from EHR data for adult population: classification, heuristics, and usage in predictive modeling","Yu SC, Hofford MR, Lai AM, Kollef MH, Payne PRO, Michelson AP.","J Am Med Inform Assoc. 2022 Apr 13;29(5):813-821. doi: 10.1093/jamia/ocac005.","Yu SC","J Am Med Inform Assoc","2022","2022/01/29","PMC9006699","","10.1093/jamia/ocac005"
"35024857","Considerations for development of child abuse and neglect phenotype with implications for reduction of racial bias: a qualitative study","Landau AY, Blanchard A, Cato K, Atkins N, Salazar S, Patton DU, Topaz M.","J Am Med Inform Assoc. 2022 Jan 29;29(3):512-519. doi: 10.1093/jamia/ocab275.","Landau AY","J Am Med Inform Assoc","2022","2022/01/13","PMC8800508","","10.1093/jamia/ocab275"
